id,description,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,year,month,day,duration,bot
7.72E+17,A compendium of newly discovered species of clitoris // by @startuple #botALLY,108,10,9,09-03-16 22:40,10,FALSE,537,FALSE,FALSE,FALSE,,,,,1
7.06E+17,Name something by @irondavy,190,1,23,Sat Mar 05 03:44:14 +0000 2016,1,FALSE,4032,FALSE,FALSE,FALSE,,,,,1
2835394560,Tweets ~10 times a day between 8am-10pm PST. Will probably get more vaporwave-y as time goes by. Complaints: @beaugunderson,675,118,66,Mon Sep 29 03:48:39 +0000 2014,8,FALSE,15437,FALSE,FALSE,FALSE,,,,,1
4825082233,Middle age is youth without levity; and age without decay.,1,340,0,1/28/2016 10:23,33,FALSE,49,TRUE,FALSE,FALSE,,,,,1
4452780559,,89,1225,0,04-12-15 12:14,2,FALSE,2,TRUE,FALSE,FALSE,,,,,1
2821046862,"[@thricedotted's subconscious, possibly]",1076,0,40,Sat Sep 20 05:03:51 +0000 2014,0,FALSE,12674,FALSE,FALSE,FALSE,,,,,1
2477378850,"You may have missed some things, I will help you find them.",399,679,20,Sun May 04 20:46:22 +0000 2014,64,FALSE,26073,FALSE,FALSE,FALSE,,,,,1
6.99E+17,"hi! @VlNTAEGE gave you this free follow and i hope you'll follow my main acc, i want to get to know more people! have a good day ‰_•ü",394,3537,0,Sun Feb 14 20:43:25 +0000 2016,46,FALSE,349,FALSE,FALSE,FALSE,,,,,1
8.39E+17,,4,96,0,Wed Mar 08 15:26:07 +0000 2017,3,FALSE,0,TRUE,TRUE,FALSE,,,,,1
201143023,"""""",0,140,0,"""Mon Oct 11 05:12:52 +0000 2010""",2,FALSE,12,TRUE,TRUE,TRUE,,,,,1
8.21E+17,"""Rare and strong PokŽmon in London. See more PokŽmon at https://t.co/rqjskg5pkE""",1334,0,13,"""Mon Jan 16 09:47:28 +0000 2017""",7,FALSE,59023,TRUE,FALSE,FALSE,,,,,1
2787454512,"A twitterbot posting the latest pubmed publications on CRISPRs, phages, virusses and prophages.",36,1,6,09-03-14 7:58,0,FALSE,510,TRUE,TRUE,FALSE,,,,,1
8.40E+17,tweet me to get your own unique peaceful forest.  stay calm. created by @jshxe,8,1,1,03-08-17 16:17,0,FALSE,29,FALSE,FALSE,FALSE,,,,,1
2360241721,"Continuous feed for phylogenetics papers from PubMed, arXiv, bioRxiv, and PeerJ PrePrints. Run by @RobLanfear",1451,1,44,2/25/2014 0:39,0,FALSE,15020,FALSE,FALSE,FALSE,,,,,1
177684507,"#RNomics, #RNA biology, RNA #bioinformatics, #RNA_World & #evolution, technologies & resources, daily papers: https://t.co/UaH05PfPIt & https://t.co/cuczvAA7dr",1807,101,258,08-12-10 20:13,124,FALSE,125403,FALSE,FALSE,FALSE,,,,,1
8.41E+17,,1,63,0,3/13/2017 13:51,0,FALSE,1,TRUE,TRUE,FALSE,,,,,1
2293077919,DiGRA 2014 Theme Generator. // by @ibogost,82,49,10,Wed Jan 15 18:05:26 +0000 2014,0,FALSE,16728,FALSE,FALSE,FALSE,,,,,1
7.82E+17,äš_o juzgues mis decisonescuando no conoces las razones.,2,20,0,Sun Oct 02 05:14:11 +0000 2016,66,FALSE,127,TRUE,FALSE,FALSE,,,,,1
8.34E+17,ilove myparents more thaneverything,0,25,0,Tue Feb 21 01:28:29 +0000 2017,56,FALSE,73,TRUE,FALSE,FALSE,,,,,1
3069631373,"This! Is! Jeopardy! I'm your host Alex Trebek and love wrong, she catches a train, literally. (by @alicemazzy)",78,1,14,Wed Mar 04 10:41:15 +0000 2015,0,FALSE,4438,FALSE,FALSE,FALSE,,,,,1
2398623474,with love by @ems,403,6,16,Thu Mar 20 00:34:23 +0000 2014,1,FALSE,12395,FALSE,FALSE,FALSE,,,,,1
8752222,AKA @YACHT / @5everydayla / @terraformsf / computer book forthcoming @penguinrandom,7324,456,202,09-08-07 21:12,5109,TRUE,3334,FALSE,FALSE,FALSE,,,,,1
2553194245,All the news that fit in @everyword. Tribute bot by @robdubbin.,68,0,15,Sat Jun 07 19:34:43 +0000 2014,1,FALSE,25193,TRUE,FALSE,FALSE,,,,,1
1945747520,"They scour the exoplanets for dinosaurs and when they find them, THEY RIDE THEM. New Exoriders at five after, chasing the @Exosaurs forever. Bot by @robinsloan.",108,1,20,Tue Oct 08 02:56:40 +0000 2013,0,FALSE,19770,TRUE,FALSE,FALSE,,,,,1
2479314061,MAN THINGS THAT ONLY MEN UNDERSTAND // by @thricedotted,120,0,22,Tue May 06 05:26:03 +0000 2014,0,FALSE,5614,TRUE,FALSE,FALSE,,,,,1
4853365872,Knowledge Is Free.,0,330,0,02-03-16 9:40,21,FALSE,29,TRUE,FALSE,FALSE,,,,,1
7.84E+17,I want you to know thatI am both happy and sadand I'm still trying to fgure out how that could be.,0,22,0,Fri Oct 07 18:02:11 +0000 2016,71,FALSE,100,TRUE,FALSE,FALSE,,,,,1
302049050,L5M is a provider of advanced software analytical services to the media industry. Clients include the largest firms in the industry. Please follow our progress.,15,19,0,5/20/2011 14:22,0,FALSE,19,FALSE,FALSE,FALSE,,,,,1
3384759783,coagulated by @dead_cells,23,0,7,Mon Jul 20 18:46:55 +0000 2015,0,FALSE,63,FALSE,FALSE,FALSE,,,,,1
393504310,i got the poo on me,127,180,6,10/18/2011 16:49,76087,FALSE,12702,FALSE,FALSE,TRUE,,,,,1
174958347,Horse ebooks,175986,14914,1829,08-05-10 7:18,1,FALSE,18839,TRUE,FALSE,FALSE,,,,,1
2305621754,"HOW TO VOTE: reply to a tweet with 'F' 'M' and 'K' in the order you want to vote. ('MFK' = marry, fuck, kill). A bot by @tinysubversions",731,1,28,Wed Jan 22 23:34:33 +0000 2014,0,FALSE,2576,TRUE,FALSE,FALSE,,,,,1
7.48E+17,,182,0,6,6/29/2016 18:43,0,FALSE,433,TRUE,FALSE,FALSE,,,,,1
1885568064,"I'm too lazy to update @boazims, so I wrote a bot to do it for me. Tweets hourly. By @tinysubversions.",123,0,35,Fri Sep 20 06:38:32 +0000 2013,0,FALSE,29410,TRUE,FALSE,FALSE,,,,,1
2808482336,"Tweet a picture at me and I'll reply with an improved version! Bot by @_Ninji, art from http://t.co/vUU2SFoL66 [Temporarily broken due to Twitter rate limits!]",1287,1,116,Sun Sep 14 01:31:34 +0000 2014,0,FALSE,62797,TRUE,FALSE,FALSE,,,,,1
7.49E+17,#NAME?,110,1797,0,Sun Jul 03 01:22:16 +0000 2016,12,FALSE,4,TRUE,FALSE,FALSE,,,,,1
7.99E+17,artisanal bot by @Objelisks,9,0,6,Wed Nov 16 08:04:05 +0000 2016,0,FALSE,1412,FALSE,FALSE,TRUE,,,,,1
3945972795,i'm a bot that mirrors the latest posts from /r/me_irl by @corbindavenport.,102437,3,500,Tue Oct 13 11:30:21 +0000 2015,0,FALSE,13953,FALSE,FALSE,FALSE,,,,,1
7.79E+17,,4,350,0,Thu Sep 22 20:55:28 +0000 2016,4,FALSE,6,TRUE,FALSE,,,,,,1
8.26E+17,ZONA OPERATIV DE DEFENSA NEGRAL NŒÁ 63,1,44,0,Sun Jan 29 03:59:17 +0000 2017,66,FALSE,78,TRUE,FALSE,FALSE,,,,,1
2533978033,"""Pokemon Go Alerts in the Myrtle Beach Area! Conway: @ConwayPoGoAlert North Myrtle: @NMBPoGoAlert Loris/Green Sea: @LorisPoGoAlert Carolina Forest: @CFPoGoAlert""",281,5,1,"""Fri May 30 02:51:13 +0000 2014""",1,FALSE,22739,TRUE,FALSE,FALSE,,,,,1
2607163646,"i produce a small window of stars periodically throughout the day and night // (inquires, @katierosepipkin)",104669,5438,979,Sun Jul 06 09:21:05 +0000 2014,385,FALSE,7897,FALSE,FALSE,FALSE,,,,,1
516047986,With algorithms subtle and discrete / I seek iambic writings to retweet.,23472,2,653,03-06-12 1:10,120,FALSE,59327,TRUE,FALSE,FALSE,,,,,1
2359455914,"Because even in a sunken, dead city things can be lonely. By @polm23",43,1,13,Mon Feb 24 12:51:17 +0000 2014,4,FALSE,26955,TRUE,FALSE,FALSE,,,,,1
8.11E+17,NYC Newswire Service,11,74,0,12/19/2016 15:20,0,FALSE,1,TRUE,FALSE,FALSE,,,,,1
8.12E+17,"""Rare and strong PokŽmon in Las Vegas and Spring Valley. See more PokŽmon at https://t.co/GB4nYu29n3""",928,0,20,"""Fri Dec 23 05:32:58 +0000 2016""",0,FALSE,71773,TRUE,FALSE,FALSE,,,,,1
2815184227,A bot that generates novel literary and rhetorical devices and their definitions. By @atduskgreg.,63,2,15,Wed Sep 17 15:45:20 +0000 2014,1,FALSE,2672,TRUE,FALSE,FALSE,,,,,1
2583829850,BOT HARD EVE RY DAY TIL WE REACH THE GOAL #taskcomplete by @negatendo,71,2,14,Mon Jun 23 11:14:16 +0000 2014,1,FALSE,644,TRUE,FALSE,FALSE,,,,,1
2365773044,There is no need for that kind of language.,131,2,27,Fri Feb 28 15:34:08 +0000 2014,0,FALSE,4499,TRUE,FALSE,FALSE,,,,,1
2369366659,Paper Twitterbot for academics with an interest in NK cell biology.,171,4,13,03-02-14 20:34,1,FALSE,8808,FALSE,FALSE,FALSE,,,,,1
2216299843,ugh dad,6859,5458,279,Tue Nov 26 19:50:33 +0000 2013,73498,FALSE,46537,TRUE,FALSE,FALSE,,,,,1
7.68E+17,Retweet bot for my #indiedev #gameDev bros and gals! Follow for increased retweet chance! Also follow my main account @quantomworks ! Happy coding :),3730,21,5204,Tue Aug 23 11:46:01 +0000 2016,155,FALSE,306026,FALSE,FALSE,FALSE,,,,,1
8.24E+17,"Aggressive, spoiled, overweight and rude, antagonistic, often the catalyst for the plot, frequently insults Kyle for being Jewish and Kenny for being poor.",4,244,0,1/25/2017 17:22,10,FALSE,17,TRUE,FALSE,FALSE,,,,,1
8.32E+17,,277,4887,5,2/14/2017 16:13,1,FALSE,41,TRUE,FALSE,FALSE,,,,,1
2207864359,"Send me a tweet & I'll give you some love. PS - I'm a computer, so words are my second language.",31,23,4,Thu Nov 21 21:30:57 +0000 2013,2,FALSE,170,TRUE,FALSE,FALSE,,,,,1
2250599918,Twittering every boolean value.,1078,0,23,Tue Dec 17 15:49:28 +0000 2013,0,FALSE,2,FALSE,FALSE,FALSE,,,,,1
7.41E+17,Molecular biology pre-prints from bioarxiv #openaccess #science #molbiol #molecularbiology,8,0,1,06-08-16 23:25,0,FALSE,123,TRUE,FALSE,TRUE,,,,,1
1973382756,Keeping our nation safe by arguing with RINOs like @EdTaters...  and you! A retired bot created by @leonardr.,14,3,7,Sun Oct 20 01:26:02 +0000 2013,0,FALSE,13752,TRUE,FALSE,FALSE,,,,,1
7.50E+17,#following(100%) #music #classic #news #bassball #travel #movie #pop #__ #____ #__ #jesus,9978,10829,9,07-04-16 7:09,681,FALSE,862,TRUE,FALSE,TRUE,,,,,1
7.98E+17,Diney Wrld 2015  Swet15,0,32,0,Sat Nov 12 23:12:41 +0000 2016,69,FALSE,93,TRUE,FALSE,FALSE,,,,,1
7.09E+17,wandering the threedesert // feedback to @beaugunderson,204,1,34,Mon Mar 14 02:30:11 +0000 2016,0,FALSE,7491,FALSE,FALSE,FALSE,,,,,1
3408893381,Bot by @dswxyz generates NPC/Room/Item combos from selected interactive fiction games. 215 games so far and counting! #intfiction,20,9,2,08-08-15 17:19,0,FALSE,2311,TRUE,FALSE,FALSE,,,,,1
206616788,"Am crazy a little,I love parties,love tattoos,love ladies and am so in love with rock music,#LETSSAVETHEWORLD",109,153,0,10/23/2010 10:21,25,FALSE,24,TRUE,FALSE,TRUE,,,,,1
7.54E+17,"""""",539,10,36,"""Thu Jul 14 11:09:43 +0000 2016""",5,FALSE,212479,TRUE,FALSE,FALSE,,,,,1
8.41E+17,,227,292,0,3/13/2017 23:18,0,FALSE,12,TRUE,TRUE,FALSE,,,,,1
8.19E+17,"This is an experimental bot, run by @toxic. It distributes a raw feed of the Chain Control log from Truckee CHP. See also: @i80chains, @us50chains.",105,4,4,Wed Jan 11 20:31:15 +0000 2017,0,FALSE,1571,FALSE,FALSE,FALSE,,,,,1
2899773086,[In the United States] a slave was sold on average every 3.6 minutes between 1820 and 1860 ~ Herbert Gutman,1022,0,96,11/14/2014 23:21,0,FALSE,403392,FALSE,FALSE,FALSE,,,,,1
581817134,Meow! Let's have some fun? I'm here (my login same in tw) -  https://t.co/tjPiiGC8tH,33,1526,0,Wed May 16 13:04:34 +0000 2012,1,FALSE,1,TRUE,FALSE,FALSE,,,,,1
352748863,,4,19,0,Thu Aug 11 01:34:53 +0000 2011,0,FALSE,0,TRUE,TRUE,,,,,,1
4851248005,"Historian & classicist with a particular interest in linguistics & philology, ancient & modern, English or not. Fair range of contemporary interests, too.",1,342,0,02-02-16 22:44,41,FALSE,43,TRUE,FALSE,FALSE,,,,,1
4849674150,The superior man understands what is right; the inferior man understands what will sell.,0,310,0,02-02-16 15:19,17,FALSE,27,TRUE,FALSE,FALSE,,,,,1
7.91E+17,Contributing Editor for Network Ten based in Canberra. His views contestable but his own.,1,420,0,10/26/2016 23:15,88,FALSE,80,TRUE,FALSE,FALSE,,,,,1
4855277593,Cecil Hurt has covered Alabama football & basketball for the Tuscaloosa News since 1982. Available for speaking.,0,346,0,02-03-16 18:09,14,FALSE,28,TRUE,FALSE,FALSE,,,,,1
2838477794,"it turns out there have been a lot of songs written about @thricedotted's catte, haku!!! like who wouldn't write a song about this perfect bb tho :3",23,0,10,Fri Oct 03 00:21:37 +0000 2014,0,FALSE,376,FALSE,FALSE,FALSE,,,,,1
3321136547,‰Ï¥,254,16,31,Fri Jun 12 15:30:03 +0000 2015,43,FALSE,13695,FALSE,FALSE,FALSE,,,,,1
2345739343,"Bot, What people tweet about living in new york",20,9,4,Sat Feb 15 20:59:32 +0000 2014,0,FALSE,445,TRUE,FALSE,FALSE,,,,,1
3041192247,i misattribute inspirational quotes. Created by @liza,516,0,27,Mon Feb 16 18:47:23 +0000 2015,0,FALSE,4145,TRUE,FALSE,FALSE,,,,,1
7.87E+17,"Volcom is a modern lifestyle brand that embodies the creative spirit of youth culture. The company was founded on liberation, innovation and experimentation.",5,464,0,10/15/2016 4:45,78,FALSE,88,TRUE,FALSE,FALSE,,,,,1
256628776,#EmailMarketing & #LinkedIn #Expert | #SocialMediaMarketing #Coach | Please ReTweet: https://t.co/D3fJUUwzfl & Like My Video: https://t.co/dSBJ2Nnhzv,447990,487927,4233,2/23/2011 18:54,4055,FALSE,107503,FALSE,FALSE,FALSE,,,,,1
4847926297,Friend of the program.,1,338,0,02-02-16 5:43,26,FALSE,30,TRUE,FALSE,FALSE,,,,,1
18197506,,255,1,28,12/17/2008 19:44,0,FALSE,12821,TRUE,FALSE,FALSE,,,,,1
2955700599,first class charmer.,16,1862,0,01-01-15 23:46,285,FALSE,392,FALSE,FALSE,FALSE,,,,,1
2836032643,Tweet me an image and I'll glitch it using http://t.co/fOUAcVPdjs. Complaints: @beaugunderson,268,99,56,Tue Sep 30 21:27:53 +0000 2014,0,FALSE,5099,TRUE,FALSE,FALSE,,,,,1
3795943403,Destigmatizing a misunderstood and unappreciated part of our vocabulary.,742,38,27,Sun Sep 27 19:29:18 +0000 2015,3,FALSE,367778,TRUE,FALSE,FALSE,,,,,1
1905798763,One tweet can bring down a company. Just a bot searching for the right letters.,61,31,14,Wed Sep 25 23:36:41 +0000 2013,0,FALSE,627,TRUE,FALSE,FALSE,,,,,1
4599110415,3•ü‰Ä£0•ü‰Ä£0•ü‰Ä£0•ü‰Ä£‰ã¢ tweet me pix // by @nah_solo,105,1,13,Fri Dec 25 10:47:49 +0000 2015,9,FALSE,570,FALSE,FALSE,TRUE,,,,,1
2408637672,''...Advisories purified.. [The Baetter],26,35,7,Mon Mar 24 08:57:10 +0000 2014,9,FALSE,9117,FALSE,FALSE,FALSE,,,,,1
7.14E+17,Today's specials. Executive chef @irondavy.,13,1,2,Sun Mar 27 14:37:42 +0000 2016,0,FALSE,1035,FALSE,FALSE,FALSE,,,,,1
19108922,"EvolDir (Evolution Directory) mailing list on topics of interest to evolutionary biologists (conferences, jobs, software, etc.). Twitter version by @rdmpage",7724,22,186,1/17/2009 12:39,9,FALSE,16682,TRUE,FALSE,FALSE,,,,,1
618294231,@victor_zheng developed me to alert users in whose tweets I find improper grammar—he was inspired by @StealthMountain. To publish solecisms is to abase oneself!,38413,2,438,6/25/2012 16:06,2722,FALSE,146227,FALSE,FALSE,FALSE,,,,,1
1652248890,"tweeting unregistered .com domain names 24/7. brainchild of @boozekitten, run by @labelmaker",124,158,10,Wed Aug 07 07:05:06 +0000 2013,55,FALSE,3597,FALSE,FALSE,FALSE,,,,,1
2250581388,Tweeting every letter in the english language.,142,14,12,Tue Dec 17 15:36:02 +0000 2013,0,FALSE,26,TRUE,FALSE,FALSE,,,,,1
2859032146,Press F to Pay Respects,434,0,41,Mon Nov 03 15:41:20 +0000 2014,0,FALSE,3033,FALSE,FALSE,FALSE,,,,,1
7.92E+17,Sprezzy but messy since 1949,9,462,0,10/29/2016 22:46,84,FALSE,72,TRUE,FALSE,FALSE,,,,,1
3282129691,Bot that gives you great game ideas by mixing tags from the IFDB! (By @hlabrande),44,0,5,7/17/2015 4:56,5,FALSE,1220,TRUE,TRUE,FALSE,,,,,1
4848045286,,505,3673,0,Tue Jan 26 03:10:33 +0000 2016,745,FALSE,595,TRUE,FALSE,FALSE,,,,,1
3701125272,I generate a magical story every 2 hours. Made by @chrisrodley and @yeldora_. Feedback or suggestions for new words? Email crodley@gmail.com.,67078,0,940,9/27/2015 7:19,0,FALSE,12064,FALSE,FALSE,FALSE,,,,,1
7.65E+17,"""Uber rare and strong PokŽmon in Singapore. See more PokŽmon at https://t.co/LLiUGW8lBD\n\nFollow @SGPokeStatus for more info and status update.""",19048,2,135,"""Sat Aug 13 17:01:14 +0000 2016""",7,FALSE,220592,TRUE,FALSE,FALSE,,,,,1
35346943,"I'm a retired Brit living in Taiwan.Tweet-aholic who always follow back,but be aware if you unfollow me i will unfollow you.Happy Tweets:)",69508,70633,441,4/25/2009 23:59,109,FALSE,423314,FALSE,FALSE,TRUE,,,,,1
8.41E+17,,0,100,0,Sun Mar 12 01:07:15 +0000 2017,0,FALSE,0,TRUE,TRUE,,,,,,1
2888761893,"Randomly generated glitch emoji, based on http://t.co/ej5tzovHYE. Also on Tumblr. By @aparrish.",30,0,11,Sun Nov 23 04:28:44 +0000 2014,0,FALSE,1560,TRUE,FALSE,FALSE,,,,,1
8.41E+17,,1,116,0,13-03-17 22:51,0,FALSE,1,TRUE,TRUE,FALSE,,,,,1
8.24E+17,"Zumba instrutor, ZumbAtomic instructor, Dance , Fitfreak Manchester",0,34,0,Wed Jan 25 10:59:05 +0000 2017,37,FALSE,61,TRUE,FALSE,FALSE,,,,,1
3376432899,generating cards for a mysterious card game åá bot by @ckolderup åá #botALLY åá avatar by Dmitriy Ivanov from the Noun Project,261,1,46,Tue Jul 14 22:01:21 +0000 2015,1,FALSE,4776,FALSE,FALSE,FALSE,,,,,1
3366974463,A bot that creates hilarious joax via Google's autocomplete. By @deathmtn.,1058,1,83,07-09-15 3:24,0,FALSE,7678,TRUE,FALSE,FALSE,,,,,1
2260367066,A bot by @RandomOutput. Tweets what people on twitter think it 'Tis the Season for. Deactivated until it 'Tis the season once again.,15,1,7,Tue Dec 24 14:59:14 +0000 2013,2,FALSE,75,TRUE,FALSE,FALSE,,,,,1
1965236348,Previewing the MSXS Interactive 2016 conference schedule.,14,0,7,Wed Oct 16 17:45:46 +0000 2013,2,FALSE,3422,FALSE,FALSE,FALSE,,,,,1
8.27E+17,,2,106,0,Wed Jun 01 22:12:36 +0000 2016,0,FALSE,1,TRUE,TRUE,,,,,,1
4866592001,"PubMed bot reporting all CTCF papers. Created by @gene_regulation. Also see @TF_binding_bot, @Nucleosome_Bot",344,24,8,1/31/2016 14:15,1,FALSE,161,TRUE,FALSE,FALSE,,,,,1
2267027040,Outraged free speech warrior. Boycott Disney. Pewds dindu nuthin. Milo dindu nuthin. 40k gamer nerd (duh) Leftists are cucks. Glory to #kekistan,78,221,0,12/29/2013 7:11,261,FALSE,1953,FALSE,FALSE,FALSE,,,,,1
544722510,,21,19,3,04-03-12 22:25,0,FALSE,1160,TRUE,FALSE,FALSE,,,,,1
8.29E+17,,12,33,0,Wed Feb 08 06:42:50 +0000 2017,47,FALSE,65,TRUE,FALSE,FALSE,,,,,1
